day_date,open_value,high_value,low_value,close_value,volume,ticker_symbol
2/18/2015,31.907499,32.195,31.862499,32.18,179566800,AAPL
2/19/2015,32.119999,32.2575,32.0825,32.112499,149449600,AAPL
2/20/2015,32.154999,32.375,32.012501,32.375,195793600,AAPL
2/23/2015,32.505001,33.25,32.415001,33.25,283896400,AAPL
2/24/2015,33.235001,33.400002,32.7925,33.0425,276912400,AAPL
2/25/2015,32.889999,32.900002,32.037498,32.197498,298846800,AAPL
2/26/2015,32.197498,32.717499,31.6525,32.605,365150000,AAPL
2/27/2015,32.5,32.642502,32.060001,32.115002,248059200,AAPL
3/2/2015,32.3125,32.57,32.075001,32.272499,192386800,AAPL
3/3/2015,32.240002,32.380001,32.022499,32.34,151265200,AAPL
3/4/2015,32.275002,32.389999,32.080002,32.134998,126665200,AAPL
3/5/2015,32.145,32.1875,31.440001,31.602501,226068400,AAPL
3/6/2015,32.099998,32.342499,31.565001,31.65,291368400,AAPL
3/9/2015,31.99,32.392502,31.264999,31.785,354114000,AAPL
3/10/2015,31.602501,31.805,30.950001,31.127501,275426400,AAPL
3/11/2015,31.1875,31.192499,30.5275,30.559999,275756000,AAPL
3/12/2015,30.577499,31.225,30.407499,31.112499,193450800,AAPL
3/13/2015,31.1,31.35,30.645,30.897499,207309200,AAPL
3/16/2015,30.969999,31.237499,30.717501,31.237499,143497200,AAPL
3/17/2015,31.475,31.83,31.4125,31.76,204092400,AAPL
3/18/2015,31.75,32.290001,31.592501,32.1175,261083600,AAPL
3/19/2015,32.1875,32.3125,31.85,31.875,183238000,AAPL
3/20/2015,32.0625,32.099998,31.290001,31.475,274780400,AAPL
3/23/2015,31.780001,31.9625,31.629999,31.8025,150838800,AAPL
3/24/2015,31.807501,32.009998,31.639999,31.672501,131369200,AAPL
3/25/2015,31.635,31.705,30.844999,30.844999,206620800,AAPL
3/26/2015,30.690001,31.219999,30.65,31.059999,190291600,AAPL
3/27/2015,31.1425,31.174999,30.727501,30.8125,158184800,AAPL
3/30/2015,31.012501,31.6,31,31.592501,188398800,AAPL
3/31/2015,31.522499,31.622499,31.09,31.1075,168362400,AAPL
4/1/2015,31.205,31.280001,30.775,31.0625,162485600,AAPL
4/2/2015,31.2575,31.389999,31.047501,31.33,128880400,AAPL
4/6/2015,31.1175,31.877501,31.0825,31.8375,148776000,AAPL
4/7/2015,31.91,32.029999,31.495001,31.502501,140049200,AAPL
4/8/2015,31.4625,31.6,31.2425,31.4,149316800,AAPL
4/9/2015,31.4625,31.645,31.165001,31.639999,129936000,AAPL
4/10/2015,31.487499,31.8025,31.315001,31.775,160752000,AAPL
4/13/2015,32.092499,32.142502,31.6525,31.7125,145460400,AAPL
4/14/2015,31.75,31.8225,31.477501,31.575001,102098400,AAPL
4/15/2015,31.602501,31.782499,31.502501,31.695,115881600,AAPL
4/16/2015,31.57,31.775,31.5275,31.5425,113476000,AAPL
4/17/2015,31.387501,31.535,31.115,31.1875,207828000,AAPL
4/20/2015,31.3925,32.029999,31.2925,31.9,188217200,AAPL
4/21/2015,32.025002,32.049999,31.6675,31.727501,129740400,AAPL
4/22/2015,31.747499,32.217499,31.58,32.154999,150618000,AAPL
4/23/2015,32.075001,32.605,32.035,32.4175,183083600,AAPL
4/24/2015,32.622501,32.657501,32.307499,32.57,178103600,AAPL
4/27/2015,33.077499,33.282501,32.787498,33.162498,387816800,AAPL
4/28/2015,33.615002,33.634998,32.392502,32.639999,475696000,AAPL
4/29/2015,32.540001,32.897499,32.075001,32.16,253544400,AAPL
4/30/2015,32.16,32.16,31.145,31.2875,332781600,AAPL
5/1/2015,31.525,32.532501,31.325001,32.237499,234050400,AAPL
5/4/2015,32.375,32.642502,32.064999,32.174999,203953200,AAPL
5/5/2015,32.037498,32.112499,31.445,31.450001,197085600,AAPL
5/6/2015,31.639999,31.6875,30.84,31.252501,288564000,AAPL
5/7/2015,31.192499,31.52,31.004999,31.315001,175763600,AAPL
5/8/2015,31.67,31.905001,31.5275,31.905001,222201600,AAPL
5/11/2015,31.8475,31.889999,31.407499,31.58,168143200,AAPL
5/12/2015,31.4,31.719999,31.205,31.467501,192640000,AAPL
5/13/2015,31.5375,31.797501,31.467501,31.502501,138776800,AAPL
5/14/2015,31.852501,32.237499,31.790001,32.237499,180814000,AAPL
5/15/2015,32.267502,32.372501,32.052502,32.192501,152832000,AAPL
5/18/2015,32.095001,32.68,32.09,32.547501,203531600,AAPL
5/19/2015,32.672501,32.720001,32.41,32.517502,178532800,AAPL
5/20/2015,32.5,32.744999,32.334999,32.514999,145819600,AAPL
5/21/2015,32.517502,32.907501,32.4575,32.8475,158921600,AAPL
5/22/2015,32.900002,33.2425,32.849998,33.134998,182384000,AAPL
5/26/2015,33.150002,33.227501,32.279999,32.404999,282790400,AAPL
5/27/2015,32.584999,33.064999,32.512501,33.009998,183332800,AAPL
5/28/2015,32.965,32.987499,32.775002,32.945,122933200,AAPL
5/29/2015,32.807499,32.862499,32.474998,32.57,203538000,AAPL
6/1/2015,32.57,32.8475,32.512501,32.634998,128451200,AAPL
6/2/2015,32.465,32.665001,32.330002,32.490002,134670400,AAPL
6/3/2015,32.665001,32.735001,32.474998,32.529999,123934000,AAPL
6/4/2015,32.395,32.645,32.227501,32.34,153800400,AAPL
6/5/2015,32.375,32.422501,32.09,32.162498,142507200,AAPL
6/8/2015,32.224998,32.302502,31.7075,31.950001,210699200,AAPL
6/9/2015,31.674999,32.02,31.405001,31.855,224301600,AAPL
6/10/2015,31.98,32.334999,31.9625,32.220001,156349200,AAPL
6/11/2015,32.294998,32.544998,32.119999,32.147499,141563600,AAPL
6/12/2015,32.047501,32.0825,31.7775,31.7925,147544800,AAPL
6/15/2015,31.525,31.809999,31.4275,31.73,175955600,AAPL
6/16/2015,31.7575,31.9625,31.592501,31.9,125976400,AAPL
6/17/2015,31.93,31.969999,31.684999,31.825001,131672400,AAPL
6/18/2015,31.807501,32.077499,31.805,31.969999,141628800,AAPL
6/19/2015,31.9275,31.955,31.6,31.65,218867600,AAPL
6/22/2015,31.872499,32.014999,31.77,31.9025,136157200,AAPL
6/23/2015,31.870001,31.9025,31.719999,31.7575,121075600,AAPL
6/24/2015,31.8025,32.450001,31.780001,32.0275,221123600,AAPL
6/25/2015,32.215,32.299999,31.875,31.875,127752400,AAPL
6/26/2015,31.9175,31.997499,31.627501,31.6875,176267200,AAPL
6/29/2015,31.365,31.6175,31.120001,31.1325,196645600,AAPL
6/30/2015,31.3925,31.530001,31.215,31.3575,177482800,AAPL
7/1/2015,31.725,31.735001,31.497499,31.65,120955200,AAPL
7/2/2015,31.6075,31.672501,31.442499,31.610001,108844000,AAPL
7/6/2015,31.235001,31.557501,31.2125,31.5,112241600,AAPL
7/7/2015,31.4725,31.5375,30.942499,31.422501,187787200,AAPL
7/8/2015,31.120001,31.16,30.635,30.6425,243046400,AAPL
7/9/2015,30.9625,31.014999,29.805,30.0175,314380000,AAPL
7/10/2015,30.485001,30.9625,30.3025,30.82,245418000,AAPL
7/13/2015,31.2575,31.440001,31.08,31.415001,165762000,AAPL
7/14/2015,31.51,31.592501,31.26,31.4025,127072400,AAPL
7/15/2015,31.43,31.7875,31.395,31.705,134596800,AAPL
7/16/2015,31.934999,32.142502,31.8375,32.127499,144889600,AAPL
7/17/2015,32.27,32.404999,32.077499,32.404999,184658800,AAPL
7/20/2015,32.7425,33.2425,32.674999,33.017502,235600800,AAPL
7/21/2015,33.212502,33.23,32.580002,32.6875,307025600,AAPL
7/22/2015,30.497499,31.375,30.497499,31.305,461802400,AAPL
7/23/2015,31.549999,31.772499,31.264999,31.290001,203998000,AAPL
7/24/2015,31.33,31.434999,30.975,31.125,168649200,AAPL
7/27/2015,30.772499,30.9025,30.530001,30.692499,177822000,AAPL
7/28/2015,30.844999,30.977501,30.637501,30.844999,134472400,AAPL
7/29/2015,30.7875,30.875,30.567499,30.747499,148046800,AAPL
7/30/2015,30.58,30.6425,30.4275,30.592501,134513200,AAPL
7/31/2015,30.65,30.66,30.227501,30.325001,171540000,AAPL
8/3/2015,30.375,30.6425,29.379999,29.610001,279904000,AAPL
8/4/2015,29.355,29.424999,28.3125,28.66,496554400,AAPL
8/5/2015,28.237499,29.360001,28.025,28.85,397250400,AAPL
8/6/2015,28.9925,29.125,28.530001,28.782499,211612000,AAPL
8/7/2015,28.645,29.0625,28.625,28.879999,154681600,AAPL
8/10/2015,29.1325,29.997499,29.1325,29.93,219806400,AAPL
8/11/2015,29.452499,29.545,28.3325,28.372499,388331200,AAPL
8/12/2015,28.1325,28.855,27.407499,28.809999,404870000,AAPL
8/13/2015,29.01,29.1,28.635,28.7875,194143200,AAPL
8/14/2015,28.58,29.077499,28.502501,28.99,171718000,AAPL
8/17/2015,29.01,29.4125,28.875,29.290001,163538800,AAPL
8/18/2015,29.1075,29.360001,29.002501,29.125,138242800,AAPL
8/19/2015,29.025,29.129999,28.67,28.752501,193146000,AAPL
8/20/2015,28.52,28.5875,27.907499,28.1625,274006400,AAPL
8/21/2015,27.6075,27.975,26.4125,26.440001,513102000,AAPL
8/24/2015,23.717501,27.200001,23,25.780001,648825200,AAPL
8/25/2015,27.7775,27.7775,25.875,25.934999,414406400,AAPL
8/26/2015,26.772499,27.4725,26.262501,27.422501,387098400,AAPL
8/27/2015,28.057501,28.309999,27.504999,28.23,338464400,AAPL
8/28/2015,28.0425,28.327499,27.885,28.3225,212657600,AAPL
8/31/2015,28.0075,28.6325,28,28.190001,224917200,AAPL
9/1/2015,27.5375,27.969999,26.84,26.93,307383600,AAPL
9/2/2015,27.557501,28.084999,27.282499,28.084999,247555200,AAPL
9/3/2015,28.122499,28.195,27.51,27.592501,212935600,AAPL
9/4/2015,27.2425,27.612499,27.127501,27.317499,199985200,AAPL
9/8/2015,27.9375,28.139999,27.58,28.077499,219374400,AAPL
9/9/2015,28.440001,28.504999,27.442499,27.5375,340043200,AAPL
9/10/2015,27.567499,28.32,27.475,28.1425,251571200,AAPL
9/11/2015,27.9475,28.5525,27.940001,28.5525,199662000,AAPL
9/14/2015,29.145,29.2225,28.715,28.827499,233453600,AAPL
9/15/2015,28.9825,29.1325,28.605,29.07,173364800,AAPL
9/16/2015,29.0625,29.135,28.860001,29.102501,148694000,AAPL
9/17/2015,28.915001,29.122499,28.43,28.48,256450400,AAPL
9/18/2015,28.0525,28.575001,27.967501,28.362499,297141200,AAPL
9/21/2015,28.4175,28.842501,28.415001,28.8025,200888000,AAPL
9/22/2015,28.344999,28.545,28.129999,28.35,201384800,AAPL
9/23/2015,28.407499,28.68,28.325001,28.58,143026800,AAPL
9/24/2015,28.3125,28.875,28.092501,28.75,200878000,AAPL
9/25/2015,29.110001,29.172501,28.504999,28.6775,224607600,AAPL
9/28/2015,28.4625,28.6425,28.110001,28.110001,208436000,AAPL
9/29/2015,28.2075,28.377501,26.965,27.264999,293461600,AAPL
9/30/2015,27.5425,27.885,27.182501,27.575001,265892000,AAPL
10/1/2015,27.2675,27.405001,26.827499,27.395,255716400,AAPL
10/2/2015,27.002501,27.752501,26.887501,27.594999,232079200,AAPL
10/5/2015,27.469999,27.842501,27.2675,27.695,208258800,AAPL
10/6/2015,27.657499,27.934999,27.442499,27.827499,192787200,AAPL
10/7/2015,27.934999,27.942499,27.352501,27.695,187062400,AAPL
10/8/2015,27.547501,27.547501,27.0525,27.375,247918400,AAPL
10/9/2015,27.5,28.07,27.372499,28.030001,211064400,AAPL
10/12/2015,28.182501,28.1875,27.860001,27.9,121868800,AAPL
10/13/2015,27.705,28.112499,27.67,27.9475,132197200,AAPL
10/14/2015,27.8225,27.879999,27.389999,27.5525,177849600,AAPL
10/15/2015,27.7325,28.025,27.622499,27.965,150694000,AAPL
10/16/2015,27.945,28,27.6325,27.76,156930400,AAPL
10/19/2015,27.700001,27.9375,27.5275,27.932501,119036800,AAPL
10/20/2015,27.834999,28.5425,27.705,28.442499,195871200,AAPL
10/21/2015,28.5,28.895,28.424999,28.440001,167180800,AAPL
10/22/2015,28.5825,28.875,28.525,28.875,166616400,AAPL
10/23/2015,29.174999,29.807501,29.0825,29.77,237467600,AAPL
10/26/2015,29.52,29.532499,28.73,28.82,265335200,AAPL
10/27/2015,28.85,29.135,28.497499,28.637501,279537600,AAPL
10/28/2015,29.2325,29.825001,29.014999,29.817499,342205600,AAPL
10/29/2015,29.674999,30.172501,29.567499,30.1325,204909200,AAPL
10/30/2015,30.247499,30.305,29.862499,29.875,197461200,AAPL
11/2/2015,30.200001,30.34,29.9025,30.295,128813200,AAPL
11/3/2015,30.1975,30.872499,30.174999,30.6425,182076000,AAPL
11/4/2015,30.782499,30.955,30.405001,30.5,179544400,AAPL
11/5/2015,30.4625,30.672501,30.045,30.23,158210800,AAPL
11/6/2015,30.2775,30.452499,30.155001,30.264999,132169200,AAPL
11/9/2015,30.24,30.452499,30.012501,30.1425,135485600,AAPL
11/10/2015,29.225,29.5175,29.014999,29.192499,236511600,AAPL
11/11/2015,29.092501,29.355,28.8025,29.0275,180872000,AAPL
11/12/2015,29.065001,29.205,28.9125,28.93,130102400,AAPL
11/13/2015,28.799999,28.8925,28.067499,28.084999,183249600,AAPL
11/16/2015,27.844999,28.559999,27.75,28.545,152426800,AAPL
11/17/2015,28.73,28.762501,28.33,28.422501,110467600,AAPL
11/18/2015,28.940001,29.372499,28.875,29.3225,186698800,AAPL
11/19/2015,29.41,29.9375,29.190001,29.695,173183200,AAPL
11/20/2015,29.799999,29.98,29.7125,29.825001,137148400,AAPL
11/23/2015,29.817499,29.932501,29.334999,29.4375,129930000,AAPL
11/24/2015,29.3325,29.8375,29.280001,29.719999,171212800,AAPL
11/25/2015,29.8025,29.807501,29.48,29.5075,85553200,AAPL
11/27/2015,29.5725,29.602501,29.4,29.452499,52185600,AAPL
11/30/2015,29.497499,29.852501,29.4375,29.575001,156721200,AAPL
12/1/2015,29.6875,29.702499,29.215,29.334999,139409600,AAPL
12/2/2015,29.334999,29.5275,29.02,29.07,133546400,AAPL
12/3/2015,29.137501,29.1975,28.555,28.799999,166278000,AAPL
12/4/2015,28.8225,29.8125,28.7775,29.7575,231108000,AAPL
12/7/2015,29.745001,29.965,29.452499,29.57,128336800,AAPL
12/8/2015,29.379999,29.65,29.215,29.557501,137238000,AAPL
12/9/2015,29.41,29.422501,28.77,28.905001,185445600,AAPL
12/10/2015,29.01,29.235001,28.877501,29.0425,116850800,AAPL
12/11/2015,28.797501,28.8475,28.2125,28.295,187544800,AAPL
12/14/2015,28.045,28.17,27.4475,28.120001,257274800,AAPL
12/15/2015,27.985001,28.200001,27.5875,27.622499,213292400,AAPL
12/16/2015,27.7675,27.997499,27.200001,27.834999,224954000,AAPL
12/17/2015,28.004999,28.0625,27.245001,27.245001,179091200,AAPL
12/18/2015,27.227501,27.379999,26.452499,26.5075,385813200,AAPL
12/21/2015,26.82,26.842501,26.3925,26.8325,190362400,AAPL
12/22/2015,26.85,26.93,26.612499,26.807501,131157600,AAPL
12/23/2015,26.817499,27.2125,26.799999,27.1525,130629600,AAPL
12/24/2015,27.25,27.25,26.987499,27.0075,54281600,AAPL
12/28/2015,26.897499,26.922501,26.545,26.705,106816800,AAPL
12/29/2015,26.74,27.3575,26.715,27.184999,123724800,AAPL
12/30/2015,27.145,27.174999,26.795,26.83,100855200,AAPL
12/31/2015,26.752501,26.7575,26.205,26.315001,163649200,AAPL
1/4/2016,25.6525,26.342501,25.5,26.3375,270597600,AAPL
1/5/2016,26.4375,26.4625,25.602501,25.6775,223164000,AAPL
1/6/2016,25.139999,25.592501,24.967501,25.174999,273829600,AAPL
1/7/2016,24.67,25.032499,24.1075,24.112499,324377600,AAPL
1/8/2016,24.637501,24.7775,24.190001,24.24,283192000,AAPL
1/11/2016,24.7425,24.764999,24.334999,24.6325,198957600,AAPL
1/12/2016,25.137501,25.172501,24.709999,24.99,196616800,AAPL
1/13/2016,25.08,25.297501,24.325001,24.3475,249758400,AAPL
1/14/2016,24.49,25.120001,23.934999,24.879999,252680400,AAPL
1/15/2016,24.049999,24.4275,23.84,24.282499,319335600,AAPL
1/19/2016,24.602501,24.6625,23.875,24.165001,212350800,AAPL
1/20/2016,23.775,24.547501,23.355,24.1975,289337600,AAPL
1/21/2016,24.264999,24.469999,23.735001,24.075001,208646000,AAPL
1/22/2016,24.657499,25.365,24.592501,25.355,263202000,AAPL
1/25/2016,25.379999,25.3825,24.8025,24.860001,207178000,AAPL
1/26/2016,24.9825,25.219999,24.5175,24.997499,300308000,AAPL
1/27/2016,24.01,24.157499,23.334999,23.355,533478800,AAPL
1/28/2016,23.4475,23.629999,23.0975,23.522499,222715200,AAPL
1/29/2016,23.6975,24.334999,23.5875,24.334999,257666000,AAPL
2/1/2016,24.1175,24.1775,23.85,24.1075,163774000,AAPL
2/2/2016,23.855,24.01,23.57,23.620001,149428800,AAPL
2/3/2016,23.75,24.209999,23.52,24.0875,183857200,AAPL
2/4/2016,23.965,24.3325,23.797501,24.15,185886800,AAPL
2/5/2016,24.129999,24.23,23.422501,23.504999,185672400,AAPL
2/8/2016,23.282499,23.924999,23.26,23.752501,216085600,AAPL
2/9/2016,23.5725,23.985001,23.4825,23.747499,177324800,AAPL
2/10/2016,23.98,24.0875,23.525,23.567499,169374400,AAPL
2/11/2016,23.4475,23.68,23.147499,23.424999,200298800,AAPL
2/12/2016,23.547501,23.625,23.252501,23.497499,161405600,AAPL
2/16/2016,23.754999,24.2125,23.6525,24.16,196231600,AAPL
2/17/2016,24.1675,24.5525,24.0375,24.530001,179452800,AAPL
2/18/2016,24.709999,24.7225,24.022499,24.065001,156084000,AAPL
2/19/2016,24,24.190001,23.950001,24.01,141496800,AAPL
2/22/2016,24.077499,24.225,23.98,24.219999,137123200,AAPL
2/23/2016,24.1,24.125,23.637501,23.672501,127770400,AAPL
2/24/2016,23.495001,24.094999,23.33,24.025,145022800,AAPL
2/25/2016,24.012501,24.190001,23.8125,24.190001,110330800,AAPL
2/26/2016,24.299999,24.504999,24.145,24.227501,115964400,AAPL
2/29/2016,24.215,24.557501,24.1625,24.172501,140865200,AAPL
3/1/2016,24.4125,25.192499,24.355,25.1325,201628400,AAPL
3/2/2016,25.127501,25.2225,24.91,25.1875,132678400,AAPL
3/3/2016,25.145,25.4275,25.112499,25.375,147822800,AAPL
3/4/2016,25.592501,25.9375,25.342501,25.752501,184220400,AAPL
3/7/2016,25.5975,25.7075,25.24,25.467501,143315600,AAPL
3/8/2016,25.195,25.440001,25.1,25.2575,126247600,AAPL
3/9/2016,25.327499,25.395,25.067499,25.280001,108806800,AAPL
3/10/2016,25.352501,25.559999,25.0375,25.2925,134054400,AAPL
3/11/2016,25.559999,25.57,25.375,25.565001,109632800,AAPL
3/14/2016,25.477501,25.727501,25.445,25.629999,100304400,AAPL
3/15/2016,25.99,26.295,25.9625,26.145,160270800,AAPL
3/16/2016,26.1525,26.577499,26.147499,26.4925,153214000,AAPL
3/17/2016,26.379999,26.6175,26.24,26.450001,137682800,AAPL
3/18/2016,26.584999,26.625,26.297501,26.48,176820800,AAPL
3/21/2016,26.4825,26.9125,26.285,26.477501,142010800,AAPL
3/22/2016,26.3125,26.8225,26.3025,26.68,129777600,AAPL
3/23/2016,26.620001,26.7675,26.475,26.532499,102814000,AAPL
3/24/2016,26.3675,26.5625,26.2225,26.4175,104532000,AAPL
3/28/2016,26.5,26.547501,26.264999,26.297501,77645600,AAPL
3/29/2016,26.2225,26.9475,26.219999,26.92,124760400,AAPL
3/30/2016,27.1625,27.605,27.15,27.389999,182404400,AAPL
3/31/2016,27.43,27.475,27.219999,27.247499,103553600,AAPL
4/1/2016,27.195,27.5,27.049999,27.497499,103496000,AAPL
4/4/2016,27.605,28.047501,27.567499,27.780001,149424800,AAPL
4/5/2016,27.377501,27.682501,27.355,27.452499,106314800,AAPL
4/6/2016,27.557501,27.745001,27.299999,27.74,105616400,AAPL
4/7/2016,27.487499,27.605,27.030001,27.135,127207600,AAPL
4/8/2016,27.227501,27.442499,27.0425,27.165001,94326800,AAPL
4/11/2016,27.2425,27.6525,27.2075,27.254999,117630000,AAPL
4/12/2016,27.334999,27.625,27.165001,27.610001,108929200,AAPL
4/13/2016,27.700001,28.084999,27.700001,28.01,133029200,AAPL
4/14/2016,27.905001,28.0975,27.8325,28.025,101895600,AAPL
4/15/2016,28.0275,28.075001,27.432501,27.4625,187756000,AAPL
4/18/2016,27.2225,27.237499,26.735001,26.870001,243286000,AAPL
4/19/2016,26.969999,27,26.557501,26.727501,129539600,AAPL
4/20/2016,26.66,27.022499,26.514999,26.782499,122444000,AAPL
4/21/2016,26.7325,26.7325,26.379999,26.4925,126210000,AAPL
4/22/2016,26.252501,26.620001,26.155001,26.42,134732400,AAPL
4/25/2016,26.25,26.4125,26.127501,26.27,112126400,AAPL
4/26/2016,25.977501,26.325001,25.977501,26.0875,224064800,AAPL
4/27/2016,24,24.6775,23.92,24.455,458408400,AAPL
4/28/2016,24.4025,24.469999,23.5625,23.7075,328970800,AAPL
4/29/2016,23.497499,23.68,23.127501,23.434999,274126000,AAPL
5/2/2016,23.4925,23.52,23.1,23.41,192640400,AAPL
5/3/2016,23.549999,23.934999,23.42,23.795,227325200,AAPL
5/4/2016,23.799999,23.975,23.455,23.547501,164102000,AAPL
5/5/2016,23.5,23.5175,23.17,23.309999,143562000,AAPL
5/6/2016,23.342501,23.362499,22.9625,23.18,174799600,AAPL
5/9/2016,23.25,23.442499,23.147499,23.1975,131745600,AAPL
5/10/2016,23.3325,23.3925,23.0275,23.355,134747200,AAPL
5/11/2016,23.370001,23.3925,23.115,23.127501,114876400,AAPL
5/12/2016,23.18,23.195,22.3675,22.584999,305258800,AAPL
5/13/2016,22.5,22.9175,22.5,22.629999,177571200,AAPL
5/16/2016,23.0975,23.5975,22.9125,23.469999,245039200,AAPL
5/17/2016,23.637501,23.674999,23.252501,23.372499,187667600,AAPL
5/18/2016,23.540001,23.8025,23.4725,23.639999,168249600,AAPL
5/19/2016,23.66,23.66,23.3925,23.549999,121768400,AAPL
5/20/2016,23.66,23.8575,23.629999,23.805,128104000,AAPL
5/23/2016,23.967501,24.297501,23.9175,24.1075,152074400,AAPL
5/24/2016,24.305,24.522499,24.209999,24.475,140560800,AAPL
5/25/2016,24.6675,24.934999,24.5275,24.905001,152675200,AAPL
5/26/2016,24.92,25.182501,24.66,25.102501,225324800,AAPL
5/27/2016,24.860001,25.1175,24.8125,25.0875,145364800,AAPL
5/31/2016,24.9,25.1,24.705,24.965,169228800,AAPL
6/1/2016,24.754999,24.885,24.5825,24.615,116693200,AAPL
6/2/2016,24.4,24.459999,24.157499,24.43,160766400,AAPL
6/3/2016,24.4475,24.567499,24.362499,24.48,114019600,AAPL
6/6/2016,24.497499,25.4725,24.387501,24.657499,93170000,AAPL
6/7/2016,24.8125,24.967501,24.74,24.7575,89638000,AAPL
6/8/2016,24.754999,24.889999,24.67,24.735001,83392400,AAPL
6/9/2016,24.625,24.997499,24.615,24.9125,106405600,AAPL
6/10/2016,24.6325,24.8375,24.620001,24.7075,126851600,AAPL
6/13/2016,24.672501,24.780001,24.275,24.334999,152082000,AAPL
6/14/2016,24.33,24.620001,24.1875,24.365,127727600,AAPL
6/15/2016,24.455,24.602501,24.2575,24.285,117780800,AAPL
6/16/2016,24.112499,24.4375,24.0175,24.387501,125307200,AAPL
6/17/2016,24.155001,24.1625,23.825001,23.8325,244032800,AAPL
6/20/2016,24,24.1425,23.7575,23.775,137647600,AAPL
6/21/2016,23.735001,24.0875,23.67,23.977501,142185600,AAPL
6/22/2016,24.0625,24.2225,23.8375,23.887501,116876400,AAPL
6/23/2016,23.985001,24.0725,23.8125,24.025,128960800,AAPL
6/24/2016,23.227501,23.665001,23.1625,23.35,301245600,AAPL
6/27/2016,23.25,23.262501,22.875,23.01,181958400,AAPL
6/28/2016,23.225,23.415001,23.035,23.397499,161779600,AAPL
6/29/2016,23.4925,23.637501,23.407499,23.6,146124000,AAPL
6/30/2016,23.610001,23.942499,23.575001,23.9,143345600,AAPL
7/1/2016,23.872499,24.1175,23.8325,23.9725,104106000,AAPL
7/5/2016,23.8475,23.85,23.615,23.747499,110820800,AAPL
7/6/2016,23.65,23.915001,23.592501,23.8825,123796400,AAPL
7/7/2016,23.924999,24.125,23.905001,23.985001,100558400,AAPL
7/8/2016,24.122499,24.2225,24.012501,24.17,115648400,AAPL
7/11/2016,24.1875,24.4125,24.182501,24.245001,95179600,AAPL
7/12/2016,24.2925,24.424999,24.280001,24.355,96670000,AAPL
7/13/2016,24.352501,24.4175,24.209999,24.217501,103568800,AAPL
7/14/2016,24.3475,24.747499,24.33,24.6975,155676000,AAPL
7/15/2016,24.73,24.825001,24.625,24.695,120548000,AAPL
7/18/2016,24.674999,25.032499,24.65,24.9575,145975600,AAPL
7/19/2016,24.889999,25,24.834999,24.967501,95119600,AAPL
7/20/2016,25,25.115,24.934999,24.99,105104000,AAPL
7/21/2016,24.9575,25.25,24.782499,24.8575,130808000,AAPL
7/22/2016,24.815001,24.825001,24.577499,24.665001,113254800,AAPL
7/25/2016,24.5625,24.709999,24.23,24.334999,161531600,AAPL
7/26/2016,24.205,24.4925,24.105,24.1675,224959200,AAPL
7/27/2016,26.067499,26.0875,25.6875,25.737499,369379200,AAPL
7/28/2016,25.7075,26.112499,25.705,26.084999,159479200,AAPL
7/29/2016,26.047501,26.137501,25.92,26.0525,110934800,AAPL
8/1/2016,26.102501,26.5375,26.102501,26.512501,152671600,AAPL
8/2/2016,26.512501,26.5175,26,26.120001,135266400,AAPL
